=====Result of the physicochemical property for each protein======

Pro_id	Hydrophobicity	MW	Half_life	pI
MOAKECDD_11779	0.0762	7057.13	7.2	6.38
MOAKECDD_11780	0.3617	12476.342	4.4	8.77
MOAKECDD_11781	0.2688	3555.205	100	8.53
MOAKECDD_11782	0.3795	15680.158	0.8	6.17
MOAKECDD_11783	-0.1934	11778.544	1.1	6.82
MOAKECDD_11784	-0.4534	27176.552	7.2	4.83
MOAKECDD_11785	-0.5875	21608.368	1.9	7.77
MOAKECDD_11786	-0.6249	6994.71	20	4.47
MOAKECDD_11787	-0.6885	13880.173	5.5	4.34
MOAKECDD_11788	-0.5129	31433.359	0.8	4.39
MOAKECDD_11789	-0.4607	5542.246	1	4.87
MOAKECDD_11790	-0.2633	4472.071	20	4.99
MOAKECDD_11791	-0.1227	23890.189	4.4	5.04
MOAKECDD_11792	-0.3317	30733.676	1	4.85
MOAKECDD_11793	-0.5162	22929.801	7.2	4.9
MOAKECDD_11794	-0.4018	16875.707	100	4.6
MOAKECDD_11795	-0.1901	4741.45	7.2	5.53
MOAKECDD_11796	-0.6055	64748.951	1	5.97
MOAKECDD_11797	-0.357	22708.911	1	10.25
MOAKECDD_11798	-1.2086	16795.186	1.9	4.89
MOAKECDD_11799	-0.2449	15008.839	30	5.71
MOAKECDD_11800	0.3721	12921.061	4.4	5.55
MOAKECDD_11801	-0.4889	17941.249	1.3	11.49
MOAKECDD_11802	-0.4313	56286.375	30	5.18
MOAKECDD_11803	-0.6751	64270.988	1.1	5.45
MOAKECDD_11804	-0.1903	15117.313	4.4	5.51
MOAKECDD_11805	-0.3528	9506.78	1.1	6.25
MOAKECDD_11806	-0.39	16312.364	1.9	5.93
MOAKECDD_11807	-1.1053	10875.048	2.8	6.31
MOAKECDD_11808	0.0008	25894.174	1.9	4.67
MOAKECDD_11809	-0.2601	25551.579	1.9	4.51
MOAKECDD_11810	-0.1765	17158.428	4.4	4.83
MOAKECDD_11811	-0.0483	9600.935	0.8	6.54
MOAKECDD_11812	-0.684	9850.101	100	6.97
MOAKECDD_11813	-0.349	37728.028	1.9	4.9
MOAKECDD_11814	-0.2399	9156.921	100	3.9
MOAKECDD_11815	-0.0867	5458.957	0.8	4.14
MOAKECDD_11816	-0.2339	10571.76	20	9.09
MOAKECDD_11817	-0.0686	18075.448	1	4.72
MOAKECDD_11818	-0.0729	28987.192	20	4.24
MOAKECDD_11819	-0.2821	35144.337	1	9.37
MOAKECDD_11820	-0.0263	5606.577	20	10.05
MOAKECDD_11821	-0.7856	7479.291	100	4.97
MOAKECDD_11822	-0.0472	48198.664	1.1	4.48
MOAKECDD_11823	-0.1572	11642.169	4.4	4.71
MOAKECDD_11824	-0.5269	30585.335	30	4.72
MOAKECDD_11825	-0.1314	50002.059	7.2	5.5
MOAKECDD_11826	-0.852	5514.192	1.4	5.7
MOAKECDD_11827	0.2623	5753.614	5.5	9.3
MOAKECDD_11828	-0.3605	33998.861	1.1	4.82
MOAKECDD_11829	-0.1839	17648.598	1	4.26
MOAKECDD_11830	-0.5239	25073.68	30	4.43
MOAKECDD_11831	-0.1139	8748.586	20	5.05
MOAKECDD_11832	-0.3721	31325.038	1.2	4.71
MOAKECDD_11833	-0.5721	17867.24	3.5	6.75
MOAKECDD_11834	-0.8366	6500.112	1.9	4.56
MOAKECDD_11835	-0.1943	9100.916	4.4	4.17
MOAKECDD_11836	-0.1991	27665.816	30	4.34
MOAKECDD_11837	-0.3104	26975.089	4.4	6.37
MOAKECDD_11838	0.0302	17223.216	5.5	9.68
MOAKECDD_11839	-0.7124	37937.159	30	4.9
MOAKECDD_11840	-0.4646	22663.558	1.1	7.12
MOAKECDD_11841	-0.9468	20977.143	1	12.32
MOAKECDD_11842	-0.1936	24993.899	1	12.07
MOAKECDD_11843	-0.2636	34784.178	0.8	5.36
MOAKECDD_11844	-1.4174	10633.096	20	4.65
MOAKECDD_11845	-0.0532	4931.582	100	4.99
MOAKECDD_11846	-0.0648	47141.425	1	5.39
MOAKECDD_11847	-0.5932	4921.417	1.3	4.39
MOAKECDD_11848	-0.8895	12038.066	7.2	4.39
MOAKECDD_11849	-0.3522	35562.283	3.5	4.39
MOAKECDD_11850	0.9759	18026.31	4.4	8.18
MOAKECDD_11851	0.9633	22841.999	20	5.27
MOAKECDD_11852	-0.366	42052.98	7.2	5.65
MOAKECDD_11853	-0.5547	16957.742	100	4.39
MOAKECDD_11854	-0.7826	23105.945	1.9	5.2
MOAKECDD_11855	-1.0428	17345.214	2.8	4.75
MOAKECDD_11856	-0.9431	40464.204	7.2	9.11
MOAKECDD_11857	-0.6227	9194.364	30	9.84
MOAKECDD_11858	-0.3631	31980.297	1	4.68
MOAKECDD_11859	-0.2318	15701.422	20	5.06
MOAKECDD_11860	-0.5324	8647.285	1.9	4.2
MOAKECDD_11861	-0.5015	6954.852	1	5.15
MOAKECDD_11862	-0.5029	14445.357	20	6.89
MOAKECDD_11863	-0.1356	21374.646	7.2	4.87
MOAKECDD_11864	-0.8918	4507.023	20	6.53
MOAKECDD_11866	-0.1299	18640.158	1	8.8
MOAKECDD_11867	-0.1739	14080.028	0.8	6.9
MOAKECDD_11868	-0.4589	11642.172	1.2	6.64
MOAKECDD_11869	-0.4382	32920.511	30	4.46
MOAKECDD_11870	-0.2387	18016.071	1	4.59
MOAKECDD_11871	-0.2722	34601.774	20	4.81
MOAKECDD_11872	0.3614	11466.347	1	5.28
MOAKECDD_11873	-0.0327	27515.747	1.1	4.82
MOAKECDD_11874	-0.0688	18905.12	5.5	4.34
MOAKECDD_11875	-0.3197	27725.834	0.8	4.7
MOAKECDD_11876	0.3727	3411.844	1.2	4.09
MOAKECDD_11877	0.2477	46948.42	20	4.44
MOAKECDD_11878	-0.5138	22660.069	7.2	4.78
MOAKECDD_11879	0.9121	10929.043	100	9.69
MOAKECDD_11880	-0.3734	49129.511	4.4	5.31
MOAKECDD_11881	-0.0695	22965.837	4.4	4.59
MOAKECDD_11882	0.0641	24511.459	7.2	4.49
MOAKECDD_11883	0.2444	5828.674	20	4.33
MOAKECDD_11884	-0.0938	44604.457	30	4.91
MOAKECDD_11885	-0.5167	15254.433	1	6.14
MOAKECDD_11886	-0.3006	16055.103	1.1	4.77
MOAKECDD_11887	0.1826	18136.386	5.5	4.35
MOAKECDD_11888	-0.4592	33021.293	1	7.95
MOAKECDD_11889	-0.539	21848.082	1.4	4.15
MOAKECDD_11890	-1.0332	7631.577	2.8	4.95
MOAKECDD_11891	-0.1192	29276.984	4.4	4.56
MOAKECDD_11892	-0.1457	22951.926	20	6.12
MOAKECDD_11893	-0.4481	9729.745	1.1	4.28
MOAKECDD_11894	-0.3626	7056.444	1	3.96
MOAKECDD_11895	1.0488	30551.132	30	4.76
MOAKECDD_11896	-0.5491	52578.46	1	7.69
MOAKECDD_11897	-0.4087	50175.917	7.2	4.4
MOAKECDD_11898	-1.0571	21631.407	1	11.6
MOAKECDD_11899	-0.661	30496.939	1.1	4.87
MOAKECDD_11900	-1.1535	8276.163	1	5.26
MOAKECDD_11901	-0.4317	18779.8	1	4.8
MOAKECDD_11902	-0.0943	26654.956	7.2	5.45
MOAKECDD_11903	-0.5166	13515.009	1	4.67
MOAKECDD_11904	-0.526	10510.65	20	4.02
MOAKECDD_11907	0.1578	22844.512	1.9	3.96
MOAKECDD_11908	-0.6768	46900.487	7.2	4.87
MOAKECDD_11909	-0.3976	33956.875	4.4	4.81
MOAKECDD_11910	0.1298	18746.995	4.4	4.37
MOAKECDD_11911	-0.1037	5223.93	100	10.29
MOAKECDD_11912	0.2294	25732.631	4.4	4.25
MOAKECDD_11913	-0.1263	12454.413	20	9.47
MOAKECDD_11914	-0.2181	11349.6	1.1	4.99
MOAKECDD_11915	-0.7296	13580.779	7.2	4.13
MOAKECDD_11916	-0.305	4458.953	1.1	4.94
MOAKECDD_11917	0.3146	18711.251	0.8	6.2
MOAKECDD_11918	-0.3268	5442.072	1	5.09
MOAKECDD_11919	-0.1819	59822.877	5.5	4.43
MOAKECDD_11920	-0.2062	9050.361	1.9	4.65
MOAKECDD_11921	0.2813	10100.649	30	4.65
MOAKECDD_11922	0.2178	8445.961	1.1	8.73
MOAKECDD_11923	-0.2929	19899.116	30	4.4
MOAKECDD_11924	0.5315	10935.388	5.5	3.9
MOAKECDD_11925	-0.2749	16780.52	0.8	4.23
MOAKECDD_11926	0.057	23955.758	100	4.48
MOAKECDD_11927	-0.5268	7999.625	7.2	4.19
MOAKECDD_11928	-0.349	13071.149	1.4	3.94
MOAKECDD_11929	-0.2385	24862.185	100	8.92
MOAKECDD_11930	-0.8492	23806.151	2.8	4.36
MOAKECDD_11931	-0.669	22945.677	20	4.77
MOAKECDD_11932	-1.9679	11607.605	1.9	5.37
MOAKECDD_11933	-0.7247	35996.752	30	4.46
MOAKECDD_11934	-0.2308	44622.456	1	5.27
MOAKECDD_11935	-0.153	8524.743	4.4	11.85
MOAKECDD_11936	-0.4191	22448.842	30	5.18
MOAKECDD_11937	-0.4662	56603.827	7.2	4.09
MOAKECDD_11938	-0.9658	5073.509	20	5.98
MOAKECDD_11939	-0.3237	23362.482	4.4	4.56
MOAKECDD_11940	-0.3473	21582.368	1.9	4.66
MOAKECDD_11941	0.0147	16075.484	1	3.61
MOAKECDD_11942	-0.7629	5217.874	7.2	4.5
MOAKECDD_11943	0.0465	29530.268	20	4.73
MOAKECDD_11944	-0.4217	18844.915	20	4.49
MOAKECDD_11946	-0.3815	22916.315	4.4	4.36
MOAKECDD_11947	0.2227	53548.049	4.4	4.81
MOAKECDD_11949	-0.394	18328.317	3.5	4.75
MOAKECDD_11950	-0.317	12098.561	1.2	4.9
MOAKECDD_11951	-0.5766	18001.681	1.1	4.37
MOAKECDD_11952	-0.2193	29338.445	20	5.41
MOAKECDD_11953	-0.542	13976.935	20	7.82
MOAKECDD_11954	-0.6366	35104.093	20	5.42
MOAKECDD_11955	0.0104	7721.392	5.5	10.29
MOAKECDD_11956	-0.7232	25884.43	20	9.04
MOAKECDD_11957	-0.3183	14508.161	100	5.92
MOAKECDD_11958	-0.2406	46292.325	100	5.7
MOAKECDD_11959	-0.2491	12838.248	4.4	4.46
MOAKECDD_11960	-0.4336	19258.268	7.2	4.53
MOAKECDD_11961	-0.2096	18982.409	1.1	9.46
MOAKECDD_11962	-0.4162	31553.63	1.4	5.63
MOAKECDD_11963	0.8103	8423.973	1	4.32
MOAKECDD_11964	1.1676	3738.441	1	4.35
MOAKECDD_11965	0.3755	18099.622	7.2	9.72
MOAKECDD_11966	-0.005	8742.089	1.3	9.49
MOAKECDD_11967	-0.1714	18330.442	4.4	4.54
MOAKECDD_11968	0.2152	18177.377	2.8	4.3
MOAKECDD_11969	-0.2737	18341.905	4.4	8.59
MOAKECDD_11970	-0.6722	10965.102	7.2	5.42
MOAKECDD_11971	0.4926	10449.174	1.1	4.48
MOAKECDD_11972	-0.303	60138.48	5.5	5.39
MOAKECDD_11973	-0.3107	35918.276	5.5	4.99
MOAKECDD_11974	-0.9655	47856.995	20	6.5
MOAKECDD_11975	-0.4824	6493.803	30	3.25
MOAKECDD_11976	-0.3175	10388.47	4.4	4
MOAKECDD_11977	-0.3961	14652.045	1	4.09
MOAKECDD_11978	-0.3314	27083.737	1.1	4.4
MOAKECDD_11979	-0.9642	6441.154	4.4	5.26
MOAKECDD_11980	-0.2561	19491.493	1.1	4.36
MOAKECDD_11981	-0.6296	9483.47	5.5	5.88
MOAKECDD_11982	-0.043	14603.526	100	5.12
MOAKECDD_11983	-0.3549	16520.173	1	4.27
MOAKECDD_11984	0.0133	27224.141	100	7.71
MOAKECDD_11985	-0.4127	4904.485	7.2	11.4
MOAKECDD_11986	0.0141	22115.589	5.5	7.17
MOAKECDD_11987	-0.277	4990.593	4.4	9.18
MOAKECDD_11988	-0.4022	23076.213	5.5	7.21
MOAKECDD_11989	-0.2704	25603.853	7.2	5.7
MOAKECDD_11991	-0.5027	8071.971	7.2	4.69
MOAKECDD_11992	-0.0622	17746.837	5.5	10.87
MOAKECDD_11993	-0.447	13070.494	1	4.73
MOAKECDD_11994	-0.3173	15637.708	1	9.65
MOAKECDD_11995	-0.3799	3592.064	5.5	5.25
MOAKECDD_11996	-0.3482	6579.269	1	4.67
MOAKECDD_11997	-1.2033	12610.019	7.2	4.16
MOAKECDD_11998	0.0325	12363.245	20	11.78
MOAKECDD_11999	-1.0244	11940.489	1	12.05
MOAKECDD_12000	-0.4803	35694.206	1.9	5.28
MOAKECDD_12001	-0.1352	15105.041	1.4	4.6
MOAKECDD_12002	1.4714	4288.379	1.3	10
MOAKECDD_12003	-0.3703	31086.46	1.9	4.37
MOAKECDD_12004	-0.1541	5031.484	30	4.31
MOAKECDD_12005	0.2367	19786.936	1.9	11.67
MOAKECDD_12006	-0.1535	22586.077	1.2	9.49
MOAKECDD_12007	-0.5052	41089.102	4.4	4.45
MOAKECDD_12008	-0.3894	17601.857	1	4.8
MOAKECDD_12009	-0.5512	17801.176	1.9	4.79
MOAKECDD_12010	-0.2425	15498.965	1	5.63
MOAKECDD_12011	-0.4298	35109.8	20	6.46
MOAKECDD_12012	0.403	11194.919	20	6.23
MOAKECDD_12013	-0.2088	25957.111	1	11.29
MOAKECDD_12014	0.4444	23311.935	0.8	4.73
MOAKECDD_12015	0.9553	8939.717	0.8	8.51
MOAKECDD_12016	0.9128	13806.266	1.9	5.47
MOAKECDD_12017	-0.3434	14014.426	4.4	4.04
MOAKECDD_12018	-0.7149	18085.729	7.2	4.15
MOAKECDD_12019	-0.1008	12256.718	5.5	4.43
MOAKECDD_12020	-0.2313	58306.001	100	4.5
MOAKECDD_12021	-0.5629	61895.524	1	5.66
MOAKECDD_12022	-1.0206	14339.132	5.5	4.13
MOAKECDD_12023	-0.7478	38940.339	20	5.22
MOAKECDD_12024	-0.2891	43570.843	100	5.93
MOAKECDD_12025	-0.344	15778.639	1	4.75
MOAKECDD_12026	-0.3938	38511.892	1.4	11.95
MOAKECDD_12027	0.1006	17359.077	7.2	5.41
MOAKECDD_12028	-0.4293	20035.883	5.5	8.81
MOAKECDD_12029	0.0567	7725.971	1.9	7.09
MOAKECDD_12030	-0.6414	13907.365	1.3	5.14
MOAKECDD_12031	-0.7555	10063.155	20	6.7
MOAKECDD_12032	-0.4466	11714.957	1.1	4.78
MOAKECDD_12033	-0.2922	14139.14	4.4	6.07
MOAKECDD_12034	-1.0201	14131.701	5.5	5.21
MOAKECDD_12035	0.9546	41118.419	4.4	5.07
MOAKECDD_12036	-0.213	14693.813	4.4	8.14
MOAKECDD_12037	-0.5118	15381.91	1	4.49
MOAKECDD_12038	-0.4227	31556.003	20	4.63
MOAKECDD_12039	0.0512	14803.127	1.9	6.58
MOAKECDD_12040	0.2086	7140.058	1.3	4.61
MOAKECDD_12041	-0.248	43279.53	30	4.98
MOAKECDD_12042	-0.6441	4727.36	2.8	11.78
MOAKECDD_12043	-0.2081	14642.897	2.8	4.92
MOAKECDD_12044	0.1631	45181.625	30	5.14
MOAKECDD_12045	0.262	5128.96	20	9.3
MOAKECDD_12046	-0.2897	39245.635	1	4.37
MOAKECDD_12047	-0.6919	19247.853	20	9.36
MOAKECDD_12048	-0.2701	6508.429	2.8	4.64
MOAKECDD_12049	-0.6129	18490.379	7.2	6.09
MOAKECDD_12050	-0.2078	36102.866	20	5.08
MOAKECDD_12051	-0.0243	8303.412	1.1	9.39
MOAKECDD_12052	-0.4169	33528.26	1.9	4.71
MOAKECDD_12053	-1.4637	19715.112	1.1	6.17
MOAKECDD_12054	-0.0366	12866.946	5.5	3.29
MOAKECDD_12055	0.5526	10199.682	30	4.86
MOAKECDD_12056	0.3727	4517.048	4.4	8.49
MOAKECDD_12057	0.3179	10607.933	1	5.81
MOAKECDD_12058	-0.2862	22954.025	1.9	4.27
MOAKECDD_12059	-0.7751	34329.269	1.1	4.11
MOAKECDD_12060	-0.2893	21428.067	7.2	6.92
MOAKECDD_12061	-0.5599	51725.715	1.9	5.86
MOAKECDD_12062	-0.4255	20374.744	0.8	4.31
MOAKECDD_12063	-0.2137	16257.6	7.2	5.01
MOAKECDD_12064	-0.2994	43650.41	4.4	4.24
MOAKECDD_12065	-1.0473	10919.908	1.9	4.35
MOAKECDD_12066	-0.114	26487.768	1	4.37
MOAKECDD_12067	-0.5919	20025.29	5.5	10.08
MOAKECDD_12068	-0.3563	10518.081	20	9.29
MOAKECDD_12069	-0.8533	8710.712	1.4	5.69
MOAKECDD_12070	-0.4555	17401.608	1	6.6
MOAKECDD_12071	-0.2564	17863.113	1.1	5.43
MOAKECDD_12072	0.0354	40690.445	30	4.6
MOAKECDD_12073	-0.704	26707.122	7.2	4.35
MOAKECDD_12074	-0.318	22749.289	1	5.06
MOAKECDD_12075	-0.9035	37800.007	100	12.32
MOAKECDD_12076	0.1275	4411.024	1.1	5.89
MOAKECDD_12077	0.0531	6764.646	20	4.49
MOAKECDD_12078	0.1538	25289.722	20	10.84
MOAKECDD_12079	0.2723	6592.444	3.5	5.59
MOAKECDD_12080	-0.4911	18695.664	20	4.71
MOAKECDD_12081	-0.463	35497.424	1	4.33
MOAKECDD_12082	-0.552	5278.805	1.1	4.45
MOAKECDD_12083	-0.4781	33483.77	2.8	4.38
MOAKECDD_12084	-0.4547	3588.147	1	8.38
MOAKECDD_12085	-0.0171	3559.204	1	4.32
MOAKECDD_12086	0.3422	8876.346	100	9.5
MOAKECDD_12087	-0.457	6310.089	1.1	5.03
MOAKECDD_12088	-0.4098	50463.992	1.9	4.29
MOAKECDD_12089	-0.2284	27491.585	1.9	4.39
MOAKECDD_12090	0.0137	19309.677	30	4.79
MOAKECDD_12091	-0.3027	24001.754	1	4.38
MOAKECDD_12092	0.9263	16938.577	1.9	4.16
MOAKECDD_12093	-0.6018	5878.505	1.9	4.64
MOAKECDD_12094	-0.4811	7699.379	7.2	4.54
MOAKECDD_12095	-0.3691	5532.172	30	10.94
MOAKECDD_12096	-0.9546	22336.491	20	4.17
MOAKECDD_12097	0.9227	27220.11	100	4.65
MOAKECDD_12098	-0.2622	50051.02	1.9	4.57
MOAKECDD_12099	-0.3312	16121.942	7.2	5.3
MOAKECDD_12100	-0.3643	36610.315	1.9	4.4
MOAKECDD_12101	-1.5917	5470.622	1.1	4.08
MOAKECDD_12102	1.0193	29375.68	1.9	4.39
MOAKECDD_12103	-0.4721	39551.679	1.9	5.8
MOAKECDD_12104	-0.3473	32579.953	30	4.61
MOAKECDD_12105	-0.1164	9913.541	5.5	10.35
MOAKECDD_12106	-0.4728	18343.631	3.5	5.15
MOAKECDD_12107	-0.3187	21187.883	30	4.48
MOAKECDD_12108	-0.6743	34265.403	1.3	9.51
MOAKECDD_12109	-0.5317	17797.102	1.3	7.67
MOAKECDD_12110	0.7896	43282.178	1.4	4.58
MOAKECDD_12111	1.0295	6442.787	1	11.53
MOAKECDD_12112	-0.334	43779.653	100	5.08
MOAKECDD_12113	-0.8689	40706.719	0.8	8.45
MOAKECDD_12114	-0.0675	4278.007	20	10.05
MOAKECDD_12115	-0.001	9992.621	20	11.43
MOAKECDD_12116	0.3474	8034.418	4.4	12.13
MOAKECDD_12117	-0.9599	34058.447	1.9	4.73
MOAKECDD_12118	0.2881	32180.714	1	3.97
MOAKECDD_12119	-0.2825	7394.499	30	6.9
MOAKECDD_12120	1.3818	3513.288	1.9	4.36
MOAKECDD_12121	-0.2644	34547.977	20	9.29
MOAKECDD_12122	-0.2759	10861.251	7.2	4.79
MOAKECDD_12123	-0.3728	31347.581	0.8	11.37
MOAKECDD_12124	-1.0225	11081.128	1.9	4.84
MOAKECDD_12125	-0.553	13062.426	4.4	4.53
MOAKECDD_12126	-0.5946	4273.702	100	4.48
MOAKECDD_12127	-0.3332	14382.751	20	3.83
MOAKECDD_12128	0.0122	18415.102	100	11.18
MOAKECDD_12129	-0.5252	36768.149	1.1	4.45
MOAKECDD_12130	-0.3233	45062.297	4.4	4.6
MOAKECDD_12131	-0.4394	4015.498	20	4.33
MOAKECDD_12132	-0.4413	22436.428	1.1	4.27
MOAKECDD_12133	-0.8299	9377.047	1	4.25
MOAKECDD_12134	-0.3683	12558.017	1.9	5.45
MOAKECDD_12135	-0.2861	24406.718	1	9.9
MOAKECDD_12136	-0.3885	56649.457	100	9.49
MOAKECDD_12137	-0.5612	13993.841	4.4	8.02
MOAKECDD_12138	-1.2314	10312.144	7.2	4.94
MOAKECDD_12139	-0.9358	19721.523	1	4.24
MOAKECDD_12140	-0.8084	21274.036	1	5.49
MOAKECDD_12141	0.7056	27072.844	30	4.85
MOAKECDD_12142	-0.4084	5340.808	30	3.98
MOAKECDD_12143	-0.4211	16212.716	30	4.11
MOAKECDD_12144	-0.2818	22731.565	1.9	4
MOAKECDD_12145	-0.4603	10174.183	7.2	3.95
MOAKECDD_12146	0.8019	10824.444	4.4	4.69
MOAKECDD_12147	0.1776	16318.555	1.1	4.67
MOAKECDD_12148	-0.0385	13687.664	1	5.81
MOAKECDD_12149	-1.308	23524.017	4.4	4.59
MOAKECDD_12150	-0.2347	47833.223	1	4.24
MOAKECDD_12151	-0.2856	8616.777	5.5	11.31
MOAKECDD_12152	-1.1459	7025.733	1	4.79
MOAKECDD_12153	0.0604	5525.324	4.4	6.52
MOAKECDD_12154	-1.3307	10717.89	20	9.68
MOAKECDD_12155	-1.0772	15766.583	30	7.59
MOAKECDD_12156	-0.0201	33313.335	30	8.7
MOAKECDD_12157	-1.3027	26535.649	1.9	3.75
MOAKECDD_12158	-0.4188	9270.376	30	10.27
MOAKECDD_12159	-0.2538	13617.362	100	11.64
MOAKECDD_12160	-0.0162	30309.155	4.4	4.57
MOAKECDD_12161	-0.2183	46348.089	30	5.5
MOAKECDD_12162	-1.8189	40035.849	30	12.38
MOAKECDD_12163	0.2337	10814.417	1.9	9.05
MOAKECDD_12164	-0.4018	12334.089	30	5.2
MOAKECDD_12165	-0.2929	20704.035	4.4	4.59
MOAKECDD_12166	-0.4642	26243.033	7.2	4.47
MOAKECDD_12167	-0.3882	11835.846	1.4	4.23
MOAKECDD_12168	0.4529	3504.126	30	9.3
MOAKECDD_12169	-0.3557	13170.503	7.2	4.17
MOAKECDD_12170	-0.3909	12216.448	100	4.23
MOAKECDD_12171	0.1355	6676.68	20	9.62
MOAKECDD_12172	-0.3085	6194.779	7.2	4.76
MOAKECDD_12173	-0.3414	20259.535	3.5	5.18
MOAKECDD_12174	-0.5271	11823.969	20	11.73
MOAKECDD_12175	0.2212	14672.752	100	6.04
MOAKECDD_12176	-0.8858	18527.017	100	12.47
MOAKECDD_12177	-0.2426	10382.732	30	4.91
MOAKECDD_12178	-0.3681	36394.879	20	5.07
MOAKECDD_12179	-0.6873	17358.607	1.9	3.83
MOAKECDD_12180	-0.4227	19778.76	1	4.2
MOAKECDD_12181	-0.559	9845.879	1	4.61
MOAKECDD_12182	1.2457	7251.584	1.9	4.41
MOAKECDD_12183	-0.9678	9302.875	20	3.57
MOAKECDD_12184	0.2868	33749.23	0.8	9.49
MOAKECDD_12186	-0.1703	25481.981	1.9	5.1
MOAKECDD_12187	-0.2863	14759.424	1.9	4.32
MOAKECDD_12188	-0.0227	22780.707	30	4.65
MOAKECDD_12189	-0.4808	26279.157	1.3	10.2
MOAKECDD_12190	-0.3901	12051.76	20	9.33
MOAKECDD_12191	-0.3012	16459.27	4.4	4.81
MOAKECDD_12192	-0.1174	4092.478	20	3.66
MOAKECDD_12193	-0.4474	15901.707	1.9	5.27
MOAKECDD_12194	-0.4566	16742.705	20	4.7
MOAKECDD_12195	-0.3777	8262.312	1.1	5.31
MOAKECDD_12196	-0.1475	13243.814	1	4.62
MOAKECDD_12197	-0.3628	50962.46	1.9	4.43
MOAKECDD_12198	-0.1906	34844.451	1	4.49
MOAKECDD_12199	0.1244	22852.354	4.4	5.45
MOAKECDD_12200	-0.1332	9125.209	1.4	6.51
MOAKECDD_12201	0.0114	7419.602	7.2	8.34
MOAKECDD_12202	-0.2282	17180.666	30	5.08
MOAKECDD_12203	-0.6929	49184.911	4.4	11.45
MOAKECDD_12204	-0.7469	19716.099	1.1	3.93
MOAKECDD_12205	-0.037	7728.87	1.9	5.68
MOAKECDD_12206	-0.6041	23288.045	1.9	4.23
MOAKECDD_12207	-0.8578	12859.003	1.4	4.32
MOAKECDD_12208	-0.6464	35018.296	4.4	10.4
MOAKECDD_12209	-0.2079	18380.185	1	4.26
MOAKECDD_12210	0.8093	47502.065	1	4.78
MOAKECDD_12211	-0.5203	21855.311	1	5.16
MOAKECDD_12212	-0.4847	35399.273	1.1	5.77
MOAKECDD_12213	-0.1732	10802.497	100	9.91
MOAKECDD_12214	-0.6338	20076.806	5.5	10.46
MOAKECDD_12215	-0.4423	54451.318	1	9.45
MOAKECDD_12216	-0.4159	46923.323	4.4	4.39
MOAKECDD_12217	-0.4595	10396.859	20	11.18
MOAKECDD_12218	-0.7727	40345.889	1.9	3.61
MOAKECDD_12219	-0.197	44620.773	1.9	4.6
MOAKECDD_12220	-0.3483	10758.933	5.5	4.21
MOAKECDD_12221	0.2233	3587.345	1.1	9.99
MOAKECDD_12222	-0.1986	8598.725	1.9	10.8
MOAKECDD_12223	-0.0273	8197.503	30	7.83
MOAKECDD_12224	-0.1211	9350.671	1.1	4.63
MOAKECDD_12225	-0.5347	22767.421	7.2	4.71
MOAKECDD_12226	-0.2593	25462.307	1	4.33
MOAKECDD_12227	-0.222	9614.828	100	4.56
MOAKECDD_12228	-0.8147	9165.933	20	4.05
MOAKECDD_12229	-0.346	26299.87	1.1	4.83
MOAKECDD_12230	-0.1548	5257.962	20	10.02
MOAKECDD_12231	-1.1054	12050.236	30	5.54
MOAKECDD_12232	0.324	8652.34	5.5	10.2
MOAKECDD_12233	-0.332	21328.639	1.9	4.83
MOAKECDD_12234	-0.7241	10529.056	20	9.97
MOAKECDD_12235	-0.4076	32781.625	20	5.09
MOAKECDD_12236	-0.5225	6003.635	1.9	5.21
MOAKECDD_12237	-0.2429	28300.466	20	5.35
MOAKECDD_12238	0.1085	10934.956	1.1	10.27
MOAKECDD_12239	-0.568	30886.697	1.1	4.5
MOAKECDD_12240	-0.4961	29439.669	1.1	9.75
MOAKECDD_12241	-0.1973	9119.476	20	4.47
MOAKECDD_12242	0.0172	3484.157	7.2	8.19
MOAKECDD_12243	0.6185	20172.414	1	11.53
MOAKECDD_12244	-0.4222	20123.096	20	12.23
MOAKECDD_12245	-0.4612	17996.307	20	11.18
MOAKECDD_12246	-0.2362	27491.368	1	4.26
MOAKECDD_12247	-0.7978	20635.227	7.2	12.38
MOAKECDD_12248	-0.4432	20647.634	4.4	11.75
MOAKECDD_12249	-0.093	9740.712	5.5	4.55
MOAKECDD_12250	-0.0092	21530.251	20	4.64
MOAKECDD_12251	-0.7351	11707.904	1	4.75
MOAKECDD_12252	-0.3161	7791.132	2.8	11.71
MOAKECDD_12253	-0.3454	12790.853	1	9.02
MOAKECDD_12254	-0.3564	40655.509	100	4.74
MOAKECDD_12255	-0.3635	22065.245	30	4.29
MOAKECDD_12256	-0.3878	27790.889	1.3	4.36
MOAKECDD_12257	-0.0348	25103.002	1.9	4.15
MOAKECDD_12258	0.6598	10892.8	30	7.9
MOAKECDD_12259	-0.4369	12569.859	1	8.13
MOAKECDD_12260	-0.2798	36987.673	4.4	5.31
MOAKECDD_12261	-0.4039	11095.54	4.4	5.33
MOAKECDD_12262	-0.3404	40626.829	100	5.39
MOAKECDD_12264	0.0945	34387.95	1	9.8
MOAKECDD_12265	-0.2939	21268.156	20	5.19
MOAKECDD_12266	-0.2701	48408.431	7.2	4.24
MOAKECDD_12267	-0.1945	9710.91	20	12
MOAKECDD_12268	0.3321	16809.856	1	4.18
MOAKECDD_12269	-0.4204	42737.459	7.2	4.84
MOAKECDD_12270	-0.4468	7020.942	1	10.01
